liczba_przypadkow;zgony;zgony_w_wyniku_covid_bez_chorob_wspolistniejacych;zgony_w_wyniku_covid_i_chorob_wspolistniejacych;liczba_zlecen_poz;liczba_ozdrowiencow;liczba_osob_objetych_kwarantanna;liczba_wykonanych_testow;liczba_testow_z_wynikiem_pozytywnym;liczba_testow_z_wynikiem_negatywnym;liczba_pozostalych_testow;teryt;data_raportu;stan_rekordu_na;wojewodztwo
1050;38;1;37;1613;836;19056;4324;1104;3104;116;t22;20210227;2021-02-26;Pomorskie
1272;27;3;24;2046;735;15663;5433;1349;4030;54;t24;20210227;2021-02-26;Śląskie
269;3;0;3;347;200;3109;1678;291;1303;84;t26;20210227;2021-02-26;Świętokrzyskie
943;11;3;8;1415;749;13601;2550;968;1554;28;t28;20210227;2021-02-26;Warmińsko-mazurskie
936;19;7;12;1598;710;16236;4458;984;3429;45;t30;20210227;2021-02-26;Wielkopolskie
455;11;0;11;744;413;8028;2332;508;1789;35;t32;20210227;2021-02-26;Zachodniopomorskie
10099;114;29;85;471;8511;179565;43898;10916;32305;677;t00;20210228;2021-02-27;cały kraj
662;7;6;1;8;532;9940;2942;703;2213;26;t02;20210228;2021-02-27;Dolnośląskie
480;1;0;1;98;551;10912;2233;583;1616;34;t04;20210228;2021-02-27;Kujawsko-pomorskie
326;6;1;5;25;328;7401;1649;345;1287;17;t06;20210228;2021-02-27;Lubelskie
455;6;4;2;6;278;5752;1503;494;996;13;t08;20210228;2021-02-27;Lubuskie
368;2;1;1;17;454;8979;2024;392;1580;52;t10;20210228;2021-02-27;Łódzkie
738;1;0;1;30;475;10170;3338;768;2520;50;t12;20210228;2021-02-27;Małopolskie
2069;23;4;19;79;1525;37010;7214;2210;4834;170;t14;20210228;2021-02-27;Mazowieckie
139;0;0;0;2;114;2563;990;143;838;9;t16;20210228;2021-02-27;Opolskie
532;11;0;11;44;448;9763;1996;561;1406;29;t18;20210228;2021-02-27;Podkarpackie
216;14;1;13;4;269;5341;926;226;692;8;t20;20210228;2021-02-27;Podlaskie
943;1;0;1;28;764;17960;3734;991;2663;80;t22;20210228;2021-02-27;Pomorskie
997;6;1;5;67;847;14717;3734;1093;2584;57;t24;20210228;2021-02-27;Śląskie
157;0;0;0;4;135;2980;1030;195;810;25;t26;20210228;2021-02-27;Świętokrzyskie
593;1;1;0;9;699;13291;1612;620;968;24;t28;20210228;2021-02-27;Warmińsko-mazurskie
934;24;10;14;34;686;15184;3765;1041;2691;33;t30;20210228;2021-02-27;Wielkopolskie
288;11;0;11;16;347;7580;1863;333;1506;24;t32;20210228;2021-02-27;Zachodniopomorskie
4786;24;6;18;298;8128;171656;26770;5369;20989;412;t00;20210301;2021-02-28;cały kraj
352;0;0;0;7;486;9221;2079;377;1671;31;t02;20210301;2021-02-28;Dolnośląskie
336;2;0;2;51;510;10326;1873;410;1426;37;t04;20210301;2021-02-28;Kujawsko-pomorskie
97;1;0;1;5;286;6941;931;110;809;12;t06;20210301;2021-02-28;Lubelskie
117;0;0;0;8;268;5617;687;150;528;9;t08;20210301;2021-02-28;Lubuskie
186;0;0;0;12;466;8924;1453;212;1206;35;t10;20210301;2021-02-28;Łódzkie
282;4;1;3;13;509;9870;1863;305;1544;14;t12;20210301;2021-02-28;Małopolskie
1051;4;2;2;55;1434;35579;4646;1149;3382;115;t14;20210301;2021-02-28;Mazowieckie
84;0;0;0;0;122;2417;786;88;697;1;t16;20210301;2021-02-28;Opolskie
335;0;0;0;20;455;9319;1398;370;1019;9;t18;20210301;2021-02-28;Podkarpackie
104;0;0;0;4;310;4899;490;109;379;2;t20;20210301;2021-02-28;Podlaskie
643;4;0;4;41;689;16954;2285;684;1566;35;t22;20210301;2021-02-28;Pomorskie
373;2;0;2;30;759;14141;2206;404;1779;23;t24;20210301;2021-02-28;Śląskie
180;1;1;0;0;151;2787;1019;219;755;45;t26;20210301;2021-02-28;Świętokrzyskie
197;0;0;0;11;712;12746;748;214;526;8;t28;20210301;2021-02-28;Warmińsko-mazurskie
202;5;2;3;30;555;14734;1675;287;1371;17;t30;20210301;2021-02-28;Wielkopolskie
139;1;0;1;11;333;7162;1086;164;911;11;t32;20210301;2021-02-28;Zachodniopomorskie
7937;216;62;154;33855;7582;192491;50212;8925;40606;681;t00;20210302;2021-03-01;cały kraj
434;15;10;5;2212;518;11028;3772;505;3231;36;t02;20210302;2021-03-01;Dolnośląskie
530;27;10;17;2192;509;11424;3012;598;2370;44;t04;20210302;2021-03-01;Kujawsko-pomorskie
371;8;2;6;1339;326;7517;2789;422;2331;36;t06;20210302;2021-03-01;Lubelskie
177;7;4;3;1121;311;5921;1370;211;1149;10;t08;20210302;2021-03-01;Lubuskie
444;11;3;8;1822;281;10161;3449;502;2877;70;t10;20210302;2021-03-01;Łódzkie
521;14;11;3;2119;368;11575;3350;572;2748;30;t12;20210302;2021-03-01;Małopolskie
1279;39;7;32;5812;1338;40118;7252;1473;5629;150;t14;20210302;2021-03-01;Mazowieckie
90;8;0;8;546;142;2830;1199;102;1094;3;t16;20210302;2021-03-01;Opolskie
493;10;1;9;1794;401;10701;3092;599;2464;29;t18;20210302;2021-03-01;Podkarpackie
307;7;0;7;1032;219;5407;1322;337;974;11;t20;20210302;2021-03-01;Podlaskie
600;21;3;18;2537;879;18467;2964;642;2249;73;t22;20210302;2021-03-01;Pomorskie
746;18;4;14;3895;703;17074;4665;824;3798;43;t24;20210302;2021-03-01;Śląskie
152;5;2;3;641;148;3414;1608;169;1383;56;t26;20210302;2021-03-01;Świętokrzyskie
924;13;2;11;2417;449;13239;2613;985;1609;19;t28;20210302;2021-03-01;Warmińsko-mazurskie
474;12;3;9;3020;643;16104;3459;557;2869;33;t30;20210302;2021-03-01;Wielkopolskie
247;1;0;1;1334;275;7479;1846;255;1569;22;t32;20210302;2021-03-01;Zachodniopomorskie
15698;309;61;248;23267;3835;194086;62680;16639;45046;995;t00;20210303;2021-03-02;cały kraj
782;19;7;12;1513;271;11629;4098;853;3189;56;t02;20210303;2021-03-02;Dolnośląskie
949;23;3;20;1461;254;11233;3684;990;2620;74;t04;20210303;2021-03-02;Kujawsko-pomorskie
500;16;2;14;856;111;7432;2687;534;2123;30;t06;20210303;2021-03-02;Lubelskie
387;3;2;1;766;178;6045;1686;417;1256;13;t08;20210303;2021-03-02;Lubuskie
960;24;4;20;1225;175;10153;4289;1010;3195;84;t10;20210303;2021-03-02;Łódzkie
1272;8;2;6;1534;224;11919;4598;1326;3189;83;t12;20210303;2021-03-02;Małopolskie
2750;42;9;33;4485;738;39856;9867;2960;6689;218;t14;20210303;2021-03-02;Mazowieckie
208;5;2;3;296;53;2805;1298;222;1070;6;t16;20210303;2021-03-02;Opolskie
687;22;1;21;1185;195;11088;2834;730;2081;23;t18;20210303;2021-03-02;Podkarpackie
461;21;0;21;636;94;5426;1610;483;1101;26;t20;20210303;2021-03-02;Podlaskie
1399;18;2;16;2055;524;18529;4745;1455;3193;97;t22;20210303;2021-03-02;Pomorskie
1989;49;11;38;2581;316;17480;6920;2102;4742;76;t24;20210303;2021-03-02;Śląskie
274;7;0;7;412;66;3543;1608;294;1255;59;t26;20210303;2021-03-02;Świętokrzyskie
1132;13;6;7;1524;208;13592;3015;1187;1782;46;t28;20210303;2021-03-02;Warmińsko-mazurskie
1212;27;9;18;1854;238;15982;4914;1262;3595;57;t30;20210303;2021-03-02;Wielkopolskie
605;12;1;11;869;137;7337;2968;663;2264;41;t32;20210303;2021-03-02;Zachodniopomorskie
15250;289;58;231;23209;7492;216011;62892;16221;45663;1008;t00;20210304;2021-03-03;cały kraj
1174;21;7;14;1521;411;12585;4561;1266;3247;48;t02;20210304;2021-03-03;Dolnośląskie
1049;21;4;17;1444;568;12236;3863;1130;2655;78;t04;20210304;2021-03-03;Kujawsko-pomorskie
477;17;8;9;877;350;8206;2528;514;1986;28;t06;20210304;2021-03-03;Lubelskie
490;10;9;1;757;213;6614;1672;513;1147;12;t08;20210304;2021-03-03;Lubuskie
793;8;1;7;1264;435;11313;3999;832;3119;48;t10;20210304;2021-03-03;Łódzkie
953;11;6;5;1508;341;13744;3975;996;2917;62;t12;20210304;2021-03-03;Małopolskie
2563;45;8;37;4416;1312;43830;9993;2766;6990;237;t14;20210304;2021-03-03;Mazowieckie
266;1;0;1;332;88;3138;1266;278;972;16;t16;20210304;2021-03-03;Opolskie
941;11;1;10;1145;426;12315;3122;1006;2084;32;t18;20210304;2021-03-03;Podkarpackie
438;9;1;8;629;223;5936;1559;462;1070;27;t20;20210304;2021-03-03;Podlaskie
1337;23;0;23;1949;644;20490;4699;1399;3194;106;t22;20210304;2021-03-03;Pomorskie
1620;45;3;42;2552;594;20361;6281;1709;4493;79;t24;20210304;2021-03-03;Śląskie
381;6;0;6;447;187;3940;2054;424;1575;55;t26;20210304;2021-03-03;Świętokrzyskie
831;17;0;17;1627;735;15085;2425;866;1521;38;t28;20210304;2021-03-03;Warmińsko-mazurskie
1251;28;10;18;1925;523;18326;5036;1324;3646;66;t30;20210304;2021-03-03;Wielkopolskie
476;16;0;16;800;358;7851;2577;508;2018;51;t32;20210304;2021-03-03;Zachodniopomorskie
15829;263;47;216;23843;11232;234601;59118;16994;41104;1020;t00;20210305;2021-03-04;cały kraj
1093;16;9;7;1584;544;13498;3828;1197;2569;62;t02;20210305;2021-03-04;Dolnośląskie
983;15;2;13;1570;689;13249;3613;1062;2493;58;t04;20210305;2021-03-04;Kujawsko-pomorskie
450;16;1;15;774;419;8804;2371;487;1853;31;t06;20210305;2021-03-04;Lubelskie
585;13;10;3;844;321;7235;1821;617;1184;20;t08;20210305;2021-03-04;Lubuskie
700;16;1;15;1260;551;12330;3421;747;2629;45;t10;20210305;2021-03-04;Łódzkie
1015;13;6;7;1568;684;15045;3957;1069;2832;56;t12;20210305;2021-03-04;Małopolskie
2910;41;10;31;4549;1950;48471;9618;3143;6198;277;t14;20210305;2021-03-04;Mazowieckie
227;4;0;4;316;125;3328;1184;241;939;4;t16;20210305;2021-03-04;Opolskie
1008;22;1;21;1092;660;13531;3011;1067;1913;31;t18;20210305;2021-03-04;Podkarpackie
405;11;0;11;680;430;6290;1394;433;932;29;t20;20210305;2021-03-04;Podlaskie
1318;10;0;10;1961;999;22368;4256;1441;2694;121;t22;20210305;2021-03-04;Pomorskie
1873;30;3;27;2689;1396;22066;6335;1970;4265;100;t24;20210305;2021-03-04;Śląskie
318;11;1;10;435;198;4203;1679;355;1265;59;t26;20210305;2021-03-04;Świętokrzyskie
1083;10;0;10;1597;872;15876;2795;1126;1628;41;t28;20210305;2021-03-04;Warmińsko-mazurskie
1138;26;3;23;2087;938;19737;4504;1273;3203;28;t30;20210305;2021-03-04;Wielkopolskie
467;9;0;9;816;374;8529;2067;491;1539;37;t32;20210305;2021-03-04;Zachodniopomorskie
14857;245;56;189;25524;12356;243583;62428;15818;45639;971;t00;20210306;2021-03-05;cały kraj
1233;15;8;7;1861;935;14326;4728;1315;3375;38;t02;20210306;2021-03-05;Dolnośląskie
833;10;0;10;1515;885;13570;3660;960;2635;65;t04;20210306;2021-03-05;Kujawsko-pomorskie
429;10;0;10;947;452;9116;2672;466;2169;37;t06;20210306;2021-03-05;Lubelskie
642;21;12;9;740;547;7515;2088;681;1387;20;t08;20210306;2021-03-05;Lubuskie
737;16;5;11;1397;576;12785;3929;789;3078;62;t10;20210306;2021-03-05;Łódzkie
1062;16;9;7;1797;696;16016;4507;1111;3343;53;t12;20210306;2021-03-05;Małopolskie
2504;27;8;19;4743;1939;50329;9478;2683;6580;215;t14;20210306;2021-03-05;Mazowieckie
198;1;0;1;351;192;3514;1019;216;799;4;t16;20210306;2021-03-05;Opolskie
811;21;2;19;1293;712;14307;2799;847;1931;21;t18;20210306;2021-03-05;Podkarpackie
448;11;0;11;712;439;6466;1588;476;1084;28;t20;20210306;2021-03-05;Podlaskie
1303;20;0;20;2034;1102;22540;5079;1360;3591;128;t22;20210306;2021-03-05;Pomorskie
1536;24;4;20;3031;1152;23401;5611;1617;3928;66;t24;20210306;2021-03-05;Śląskie
268;4;1;3;536;320;4412;1646;301;1292;53;t26;20210306;2021-03-05;Świętokrzyskie
1129;19;0;19;1555;894;15942;2909;1165;1694;50;t28;20210306;2021-03-05;Warmińsko-mazurskie
962;20;7;13;2068;907;20683;4598;999;3539;60;t30;20210306;2021-03-05;Wielkopolskie
486;10;0;10;926;529;8626;2452;531;1872;49;t32;20210306;2021-03-05;Zachodniopomorskie
13574;126;25;101;656;11146;227988;49997;14430;34632;935;t00;20210307;2021-03-06;cały kraj
909;2;2;0;48;744;13500;2829;955;1835;39;t02;20210307;2021-03-06;Dolnośląskie
696;3;0;3;145;648;12738;2816;799;1973;44;t04;20210307;2021-03-06;Kujawsko-pomorskie
406;13;2;11;25;389;8647;1864;428;1401;35;t06;20210307;2021-03-06;Lubelskie
476;2;2;0;17;363;7081;1402;503;889;10;t08;20210307;2021-03-06;Lubuskie
577;3;1;2;28;519;12275;3006;620;2333;53;t10;20210307;2021-03-06;Łódzkie
997;6;5;1;15;625;15300;3603;1045;2498;60;t12;20210307;2021-03-06;Małopolskie
2807;23;4;19;77;2304;46273;9153;2970;5918;265;t14;20210307;2021-03-06;Mazowieckie
240;3;2;1;14;161;3233;1133;248;880;5;t16;20210307;2021-03-06;Opolskie
718;19;2;17;57;588;13507;2431;768;1631;32;t18;20210307;2021-03-06;Podkarpackie
253;15;2;13;8;315;6147;860;273;576;11;t20;20210307;2021-03-06;Podlaskie
1098;6;0;6;49;1073;21319;3560;1142;2338;80;t22;20210307;2021-03-06;Pomorskie
1596;8;0;8;72;967;21527;4693;1660;2959;74;t24;20210307;2021-03-06;Śląskie
263;2;0;2;9;196;4102;1313;297;944;72;t26;20210307;2021-03-06;Świętokrzyskie
706;1;0;1;8;947;14956;1882;733;1105;44;t28;20210307;2021-03-06;Warmińsko-mazurskie
1198;15;3;12;72;844;19089;4161;1308;2800;53;t30;20210307;2021-03-06;Wielkopolskie
372;5;0;5;12;382;8264;1802;408;1357;37;t32;20210307;2021-03-06;Zachodniopomorskie
6170;32;4;28;559;11634;219104;31747;6920;24277;550;t00;20210308;2021-03-07;cały kraj
449;0;0;0;25;727;12834;1725;479;1230;16;t02;20210308;2021-03-07;Dolnośląskie
299;7;0;7;97;665;12447;1745;368;1334;43;t04;20210308;2021-03-07;Kujawsko-pomorskie
122;2;0;2;29;386;8431;1799;159;1632;8;t06;20210308;2021-03-07;Lubelskie
308;1;1;0;12;406;6801;1070;341;719;10;t08;20210308;2021-03-07;Lubuskie
235;0;0;0;19;633;11715;1543;277;1254;12;t10;20210308;2021-03-07;Łódzkie
499;0;0;0;31;675;14776;2500;538;1928;34;t12;20210308;2021-03-07;Małopolskie
1289;2;1;1;140;2030;43898;5186;1441;3622;123;t14;20210308;2021-03-07;Mazowieckie
122;0;0;0;2;119;3103;863;131;731;1;t16;20210308;2021-03-07;Opolskie
431;2;0;2;13;810;13002;1539;459;1071;9;t18;20210308;2021-03-07;Podkarpackie
86;1;0;1;6;300;5929;613;106;500;7;t20;20210308;2021-03-07;Podlaskie
715;7;0;7;34;1078;20402;2974;776;2114;84;t22;20210308;2021-03-07;Pomorskie
520;2;2;0;57;1213;20999;2966;573;2340;53;t24;20210308;2021-03-07;Śląskie
128;0;0;0;9;295;3879;948;158;723;67;t26;20210308;2021-03-07;Świętokrzyskie
202;2;0;2;8;901;14418;836;229;598;9;t28;20210308;2021-03-07;Warmińsko-mazurskie
401;6;0;6;56;898;18481;2491;482;1972;37;t30;20210308;2021-03-07;Wielkopolskie
188;0;0;0;21;407;7960;1139;211;909;19;t32;20210308;2021-03-07;Zachodniopomorskie
9954;282;64;218;42684;9973;245202;54010;11143;42104;763;t00;20210309;2021-03-08;cały kraj
681;18;11;7;3125;685;15358;3773;807;2930;36;t02;20210309;2021-03-08;Dolnośląskie
728;24;1;23;2644;542;14046;3538;805;2679;54;t04;20210309;2021-03-08;Kujawsko-pomorskie
512;17;0;17;1639;352;9371;3138;566;2525;47;t06;20210309;2021-03-08;Lubelskie
240;4;3;1;1409;388;7458;1596;282;1298;16;t08;20210309;2021-03-08;Lubuskie
621;10;0;10;2318;413;13170;4069;695;3313;61;t10;20210309;2021-03-08;Łódzkie
583;24;15;9;2902;661;17080;3678;636;3009;33;t12;20210309;2021-03-08;Małopolskie
1772;37;12;25;6990;2069;48812;7923;1983;5747;193;t14;20210309;2021-03-08;Mazowieckie
123;9;1;8;668;151;3570;1178;131;1044;3;t16;20210309;2021-03-08;Opolskie
471;6;1;5;2287;510;14403;2820;593;2209;18;t18;20210309;2021-03-08;Podkarpackie
303;3;0;3;1178;227;6867;1411;336;1063;12;t20;20210309;2021-03-08;Podlaskie
613;24;4;20;2996;1008;21923;3154;668;2418;68;t22;20210309;2021-03-08;Pomorskie
1061;51;8;43;5464;1010;24506;5508;1200;4251;57;t24;20210309;2021-03-08;Śląskie
240;15;1;14;929;202;4612;1636;274;1288;74;t26;20210309;2021-03-08;Świętokrzyskie
835;21;5;16;2606;550;14646;2638;876;1745;17;t28;20210309;2021-03-08;Warmińsko-mazurskie
663;17;2;15;3883;840;20666;3673;723;2918;32;t30;20210309;2021-03-08;Wielkopolskie
289;2;0;2;1621;303;8667;2111;324;1758;29;t32;20210309;2021-03-08;Zachodniopomorskie
17260;398;89;309;31682;5263;250598;68383;18372;48920;1091;t00;20210310;2021-03-09;cały kraj
1047;29;19;10;2378;356;16734;4229;1141;3022;66;t02;20210310;2021-03-09;Dolnośląskie
946;25;0;25;1991;346;14335;3817;1002;2746;69;t04;20210310;2021-03-09;Kujawsko-pomorskie
616;24;3;21;1227;126;9447;3241;645;2549;47;t06;20210310;2021-03-09;Lubelskie
413;11;9;2;984;195;7629;1997;448;1522;27;t08;20210310;2021-03-09;Lubuskie
1022;19;1;18;1799;224;13424;4568;1070;3446;52;t10;20210310;2021-03-09;Łódzkie
1497;16;7;9;2176;360;17521;4971;1557;3317;97;t12;20210310;2021-03-09;Małopolskie
2596;89;15;74;5958;1077;50210;9513;2794;6429;290;t14;20210310;2021-03-09;Mazowieckie
250;6;1;5;458;86;3645;1268;264;991;13;t16;20210310;2021-03-09;Opolskie
976;18;5;13;1501;361;14611;3472;1049;2397;26;t18;20210310;2021-03-09;Podkarpackie
518;15;3;12;792;117;6916;1929;539;1368;22;t20;20210310;2021-03-09;Podlaskie
1207;20;1;19;2487;692;22193;4570;1269;3225;76;t22;20210310;2021-03-09;Pomorskie
2452;53;12;41;3826;471;25686;8278;2603;5586;89;t24;20210310;2021-03-09;Śląskie
338;12;1;11;640;136;4897;1860;370;1428;62;t26;20210310;2021-03-09;Świętokrzyskie
1272;25;5;20;1715;250;14049;3484;1375;2070;39;t28;20210310;2021-03-09;Warmińsko-mazurskie
1358;26;7;19;2649;262;20654;5297;1429;3803;65;t30;20210310;2021-03-09;Wielkopolskie
478;10;0;10;1085;159;8599;2650;523;2098;29;t32;20210310;2021-03-09;Zachodniopomorskie
21045;375;99;276;30072;9288;276477;73332;22391;49555;1386;t00;20210311;2021-03-10;cały kraj
1502;35;12;23;2264;455;18422;4843;1639;3138;66;t02;20210311;2021-03-10;Dolnośląskie
1314;32;5;27;1880;668;15741;4615;1464;3043;108;t04;20210311;2021-03-10;Kujawsko-pomorskie
601;16;1;15;1104;368;10274;2867;651;2183;33;t06;20210311;2021-03-10;Lubelskie
632;21;20;1;915;291;8265;2058;670;1351;37;t08;20210311;2021-03-10;Lubuskie
1068;19;7;12;1752;544;15147;4728;1126;3546;56;t10;20210311;2021-03-10;Łódzkie
1607;13;10;3;2214;550;19931;4674;1664;2911;99;t12;20210311;2021-03-10;Małopolskie
3756;72;18;54;5404;1623;55141;12988;4039;8576;373;t14;20210311;2021-03-10;Mazowieckie
287;5;0;5;489;117;4074;1288;305;977;6;t16;20210311;2021-03-10;Opolskie
1255;25;0;25;1469;509;16479;3842;1391;2413;38;t18;20210311;2021-03-10;Podkarpackie
450;16;0;16;696;300;7396;1585;481;1085;19;t20;20210311;2021-03-10;Podlaskie
1704;6;4;2;2328;748;23941;4944;1762;3047;135;t22;20210311;2021-03-10;Pomorskie
2597;26;8;18;3759;849;28275;7768;2703;4946;119;t24;20210311;2021-03-10;Śląskie
567;22;4;18;631;212;5537;2342;628;1624;90;t26;20210311;2021-03-10;Świętokrzyskie
999;23;4;19;1541;995;15662;2761;1025;1665;71;t28;20210311;2021-03-10;Warmińsko-mazurskie
1670;33;6;27;2581;632;22870;5513;1734;3725;54;t30;20210311;2021-03-10;Wielkopolskie
698;11;0;11;1031;355;9271;3301;756;2489;56;t32;20210311;2021-03-10;Zachodniopomorskie
18775;351;75;276;32375;14538;299942;65966;19932;44866;1168;t00;20210312;2021-03-11;cały kraj
1407;20;3;17;2309;752;20121;4685;1529;3094;62;t02;20210312;2021-03-11;Dolnośląskie
993;24;3;21;1992;786;16653;3859;1040;2762;57;t04;20210312;2021-03-11;Kujawsko-pomorskie
618;14;2;12;1183;463;10825;3193;662;2481;50;t06;20210312;2021-03-11;Lubelskie
751;10;8;2;892;284;8833;2133;799;1310;24;t08;20210312;2021-03-11;Lubuskie
868;22;0;22;1922;834;16312;3747;919;2753;75;t10;20210312;2021-03-11;Łódzkie
1336;14;7;7;2274;1143;21807;4276;1403;2797;76;t12;20210312;2021-03-11;Małopolskie
3073;65;19;46;5827;2771;59935;9733;3293;6165;275;t14;20210312;2021-03-11;Mazowieckie
360;5;0;5;525;179;4351;1398;370;1015;13;t16;20210312;2021-03-11;Opolskie
1023;31;3;28;1498;778;17798;3283;1105;2139;39;t18;20210312;2021-03-11;Podkarpackie
471;14;0;14;700;420;7896;1576;493;1072;11;t20;20210312;2021-03-11;Podlaskie
1526;24;2;22;2366;1215;26011;4846;1580;3138;128;t22;20210312;2021-03-11;Pomorskie
2302;37;8;29;4134;1822;31196;7285;2445;4728;112;t24;20210312;2021-03-11;Śląskie
409;1;0;1;632;296;6016;1765;469;1220;76;t26;20210312;2021-03-11;Świętokrzyskie
969;22;3;19;1769;1045;16392;2918;1006;1872;40;t28;20210312;2021-03-11;Warmińsko-mazurskie
1678;30;15;15;3146;1179;25851;5284;1761;3455;68;t30;20210312;2021-03-11;Wielkopolskie
702;18;2;16;1186;476;9903;2858;743;2075;40;t32;20210312;2021-03-11;Zachodniopomorskie
21049;343;70;273;34990;16312;310551;73120;22315;49442;1363;t00;20210313;2021-03-12;cały kraj
1687;26;15;11;2591;1262;21625;5441;1812;3559;70;t02;20210313;2021-03-12;Dolnośląskie
1225;23;2;21;2042;1110;16778;4487;1318;3090;79;t04;20210313;2021-03-12;Kujawsko-pomorskie
667;26;5;21;1274;494;11163;3169;711;2413;45;t06;20210313;2021-03-12;Lubelskie
653;18;8;10;1015;678;9152;2193;690;1479;24;t08;20210313;2021-03-12;Lubuskie
1185;20;1;19;2062;798;17372;4646;1244;3344;58;t10;20210313;2021-03-12;Łódzkie
1686;16;9;7;2776;1035;23027;5426;1767;3568;91;t12;20210313;2021-03-12;Małopolskie
3891;46;8;38;6384;2762;61231;12022;4220;7405;397;t14;20210313;2021-03-12;Mazowieckie
347;5;1;4;562;283;4736;1382;363;997;22;t16;20210313;2021-03-12;Opolskie
889;23;2;21;1691;1060;18401;2804;951;1816;37;t18;20210313;2021-03-12;Podkarpackie
428;3;0;3;821;474;7988;1524;449;1057;18;t20;20210313;2021-03-12;Podlaskie
1494;33;3;30;2530;1389;26690;4576;1534;2936;106;t22;20210313;2021-03-12;Pomorskie
2682;55;7;48;4487;1719;32853;8352;2814;5392;146;t24;20210313;2021-03-12;Śląskie
476;7;2;5;722;336;6266;2265;536;1621;108;t26;20210313;2021-03-12;Świętokrzyskie
1115;15;5;10;1592;1007;16321;2890;1149;1702;39;t28;20210313;2021-03-12;Warmińsko-mazurskie
1828;16;2;14;3202;1237;26425;6237;1903;4270;64;t30;20210313;2021-03-12;Wielkopolskie
527;11;0;11;1217;571;10474;2497;561;1900;36;t32;20210313;2021-03-12;Zachodniopomorskie
17259;110;25;85;999;14457;292772;59910;19192;39599;1119;t00;20210314;2021-03-13;cały kraj
1263;7;3;4;40;1023;20489;4151;1388;2714;49;t02;20210314;2021-03-13;Dolnośląskie
843;5;0;5;146;907;15903;2861;969;1830;62;t04;20210314;2021-03-13;Kujawsko-pomorskie
438;10;5;5;47;418;10352;2170;473;1644;53;t06;20210314;2021-03-13;Lubelskie
517;3;2;1;24;581;8546;1579;544;1020;15;t08;20210314;2021-03-13;Lubuskie
782;6;2;4;73;620;16301;2946;820;2097;29;t10;20210314;2021-03-13;Łódzkie
1379;2;2;0;54;971;21895;4327;1445;2796;86;t12;20210314;2021-03-13;Małopolskie
3430;22;4;18;165;2643;57160;11339;4196;6785;358;t14;20210314;2021-03-13;Mazowieckie
294;0;0;0;12;230;4509;1306;307;986;13;t16;20210314;2021-03-13;Opolskie
1064;10;1;9;55;851;17588;3573;1365;2159;49;t18;20210314;2021-03-13;Podkarpackie
276;14;2;12;11;365;7400;981;298;670;13;t20;20210314;2021-03-13;Podlaskie
1318;8;1;7;95;1243;24996;4713;1380;3259;74;t22;20210314;2021-03-13;Pomorskie
2331;4;0;4;98;1661;30927;6318;2406;3837;75;t24;20210314;2021-03-13;Śląskie
303;0;0;0;15;312;5804;1665;429;1148;88;t26;20210314;2021-03-13;Świętokrzyskie
759;2;0;2;35;1022;15587;2039;789;1208;42;t28;20210314;2021-03-13;Warmińsko-mazurskie
1508;11;3;8;108;1057;25525;4787;1586;3141;60;t30;20210314;2021-03-13;Wielkopolskie
447;6;0;6;21;439;9750;1907;482;1393;32;t32;20210314;2021-03-13;Zachodniopomorskie
10896;28;5;23;680;14496;280008;42372;12441;28998;933;t00;20210315;2021-03-14;cały kraj
939;1;1;0;23;1124;19380;3090;1095;1957;38;t02;20210315;2021-03-14;Dolnośląskie
596;1;0;1;90;801;15382;2344;701;1600;43;t04;20210315;2021-03-14;Kujawsko-pomorskie
139;0;0;0;25;458;9860;1302;175;1109;18;t06;20210315;2021-03-14;Lubelskie
396;0;0;0;17;525;8279;1329;423;894;12;t08;20210315;2021-03-14;Lubuskie
460;0;0;0;46;744;15451;2166;517;1614;35;t10;20210315;2021-03-14;Łódzkie
699;7;3;4;34;1077;20728;2853;756;2043;54;t12;20210315;2021-03-14;Małopolskie
2311;6;0;6;153;2740;54400;8490;2981;5210;299;t14;20210315;2021-03-14;Mazowieckie
265;0;0;0;22;164;4408;1137;293;836;8;t16;20210315;2021-03-14;Opolskie
567;2;1;1;27;691;17093;1824;595;1213;16;t18;20210315;2021-03-14;Podkarpackie
192;0;0;0;4;438;6629;702;209;485;8;t20;20210315;2021-03-14;Podlaskie
1100;5;0;5;28;1212;24117;3470;1149;2217;104;t22;20210315;2021-03-14;Pomorskie
1247;2;0;2;93;1647;29598;4134;1358;2674;102;t24;20210315;2021-03-14;Śląskie
266;0;0;0;12;260;5562;1233;320;846;67;t26;20210315;2021-03-14;Świętokrzyskie
271;1;0;1;18;1017;14770;902;286;600;16;t28;20210315;2021-03-14;Warmińsko-mazurskie
871;3;0;3;65;1017;24968;3372;969;2348;55;t30;20210315;2021-03-14;Wielkopolskie
